x_val,y_val
7.826,2.0922
7.826,2.0603
7.826,1.2298
7.826,1.2458
7.8419,1.3096
7.8419,1.2937
7.8419,1.9006
7.8419,1.9485
7.8419,2.8589
7.8419,2.8269
7.8419,2.7471
7.8419,2.779
7.8419,2.0603
7.8419,2.0284
7.8419,1.2138
7.8419,1.2298
7.8579,1.2937
7.8579,1.2617
7.8579,1.8686
7.8579,1.9006
7.8579,2.8269
7.8579,2.811
7.8579,2.7311
7.8579,2.7471
7.8579,2.0284
7.8579,1.9964
7.8579,1.1819
7.8579,1.2138
7.8739,1.2617
7.8739,1.2458
7.8739,1.8367
7.8739,1.8686
7.8739,2.811
7.8739,2.795
7.8739,2.6992
7.8739,2.7311
7.8739,1.9964
7.8739,1.9485
7.8739,1.1659
7.8739,1.1819
7.8899,1.2458
7.8899,1.2298
7.8899,1.8048
7.8899,1.8367
7.8899,2.795
7.8899,2.763
7.8899,2.6832
7.8899,2.6992
7.8899,1.9485
7.8899,1.9166
7.8899,1.1499
7.8899,1.1659
7.9058,1.2298
7.9058,1.1978
7.9058,1.7728
7.9058,1.8048
7.9058,2.763
7.9058,2.7471
7.9058,2.6512
7.9058,2.6832
7.9058,1.9166
7.9058,1.8846
7.9058,1.118
7.9058,1.1499
7.9218,1.1978
7.9218,1.1819
7.9218,1.7249
7.9218,1.7728
7.9218,2.7471
7.9218,2.7151
7.9218,2.6353
7.9218,2.6512
7.9218,1.8846
7.9218,1.8527
7.9218,1.102
7.9218,1.118
7.9378,1.1819
7.9378,1.1659
7.9378,1.693
7.9378,1.7249
7.9378,2.7151
7.9378,2.6992
7.9378,2.6033
7.9378,2.6353
7.9378,1.8527
7.9378,1.8048
7.9378,1.086
7.9378,1.102
7.9537,1.1659
7.9537,1.134
7.9537,1.661
7.9537,1.693
7.9537,2.6992
7.9537,2.6672
7.9537,2.5874
7.9537,2.6033
7.9537,1.8048
7.9537,1.7728
7.9537,1.0701
7.9537,1.086
7.9697,1.134
7.9697,1.118
7.9697,1.6291
7.9697,1.661
7.9697,2.6672
7.9697,2.6512
7.9697,2.5714
7.9697,2.5874
7.9697,1.7728
7.9697,1.7409
7.9697,1.0381
7.9697,1.0701
7.9857,1.118
7.9857,1.102
7.9857,1.5812
7.9857,1.6291
7.9857,2.6512
7.9857,2.6193
7.9857,2.5394
7.9857,2.5714
7.9857,1.7409
7.9857,1.7089
7.9857,1.0222
7.9857,1.0381
8.0017,1.102
8.0017,1.086
8.0017,1.5492
8.0017,1.5812
8.0017,2.6193
8.0017,2.6033
8.0017,2.5235
8.0017,2.5394
8.0017,1.7089
8.0017,1.661
8.0017,1.0062
8.0017,1.0222
8.0176,1.086
8.0176,1.0541
8.0176,1.5173
8.0176,1.5492
8.0176,2.6033
8.0176,2.5874
8.0176,2.4915
8.0176,2.5235
8.0176,1.661
8.0176,1.6291
8.0176,0.9902
8.0176,1.0062
8.0336,1.0541
8.0336,1.0381
8.0336,1.4694
8.0336,1.5173
8.0336,2.5874
8.0336,2.5554
8.0336,2.4756
8.0336,2.4915
8.0336,1.6291
8.0336,1.5971
8.0336,0.9583
8.0336,0.9902
8.0496,1.0381
8.0496,1.0222
8.0496,1.4374
8.0496,1.4694
8.0496,2.5554
8.0496,2.5394
8.0496,2.4436
8.0496,2.4756
8.0496,1.5971
8.0496,1.5652
8.0496,0.9423
8.0496,0.9583
8.0655,1.0222
8.0655,1.0062
8.0655,1.4055
8.0655,1.4374
8.0655,2.5394
8.0655,2.5075
8.0655,2.4276
8.0655,2.4436
8.0655,1.5652
8.0655,1.5173
8.0655,0.9263
8.0655,0.9423
8.0815,1.0062
8.0815,0.9742
8.0815,1.3576
8.0815,1.4055
8.0815,2.5075
8.0815,2.4915
8.0815,2.3957
8.0815,2.4276
8.0815,1.5173
8.0815,1.4853
8.0815,0.9104
8.0815,0.9263
8.0975,0.9742
8.0975,0.9583
8.0975,1.3256
8.0975,1.3576
8.0975,2.4915
8.0975,2.4596
8.0975,2.3797
8.0975,2.3957
8.0975,1.4853
8.0975,1.4534
8.0975,0.8944
8.0975,0.9104
8.1135,0.9583
8.1135,0.9423
8.1135,1.2937
8.1135,1.3256
8.1135,2.4596
8.1135,2.4436
8.1135,2.3638
8.1135,2.3797
8.1135,1.4534
8.1135,1.4055
8.1135,0.8784
8.1135,0.8944
8.1294,0.9423
8.1294,0.9263
8.1294,1.2458
8.1294,1.2937
8.1294,2.4436
8.1294,2.4117
8.1294,2.3318
8.1294,2.3638
8.1294,1.4055
8.1294,1.3735
8.1294,0.8465
8.1294,0.8784
8.1454,0.9263
8.1454,0.9104
8.1454,1.2138
8.1454,1.2458
8.1454,2.4117
8.1454,2.3957
8.1454,2.3158
8.1454,2.3318
8.1454,1.3735
8.1454,1.3416
8.1454,0.8305
8.1454,0.8465
8.1614,0.9104
8.1614,0.8944
8.1614,1.1659
8.1614,1.2138
8.1614,2.3957
8.1614,2.3638
8.1614,2.2839
8.1614,2.3158
8.1614,1.3416
8.1614,1.2937
8.1614,0.8145
8.1614,0.8305
8.1773,0.8944
8.1773,0.8784
8.1773,1.134
8.1773,1.1659
8.1773,2.3638
8.1773,2.3478
8.1773,2.2679
8.1773,2.2839
8.1773,1.2937
8.1773,1.2617
8.1773,0.7986
8.1773,0.8145
8.1933,0.8784
8.1933,0.8624
8.1933,1.086
8.1933,1.134
8.1933,2.3478
8.1933,2.3318
8.1933,2.236
8.1933,2.2679
8.1933,1.2617
8.1933,1.2138
8.1933,0.7826
8.1933,0.7986
8.2093,0.8624
8.2093,0.8465
8.2093,1.0381
8.2093,1.086
8.2093,2.3318
8.2093,2.2999
8.2093,2.22
8.2093,2.236
8.2093,1.2138
8.2093,1.1819
8.2093,0.7666
8.2093,0.7826
8.2253,0.8465
8.2253,0.8305
8.2253,1.0062
8.2253,1.0381
8.2253,2.2999
8.2253,2.2839
8.2253,2.1881
8.2253,2.22
8.2253,1.1819
8.2253,1.134
8.2412,0.8305
8.2412,0.8145
8.2412,0.9583
8.2412,1.0062
8.2412,2.2839
8.2412,2.252
8.2412,2.1721
8.2412,2.1881
8.2412,1.134
8.2412,1.102
8.2412,0.7506
8.2412,0.7666
8.2572,0.8145
8.2572,0.7986
8.2572,0.9104
8.2572,0.9583
8.2572,2.252
8.2572,2.236
8.2572,2.1402
8.2572,2.1721
8.2572,1.102
8.2572,1.0541
8.2572,0.7347
8.2572,0.7506
8.2732,0.7986
8.2732,0.7826
8.2732,0.8465
8.2732,0.9104
8.2732,2.236
8.2732,2.204
8.2732,2.1242
8.2732,2.1402
8.2732,1.0541
8.2732,1.0062
8.2891,0.7826
8.2891,0.8465
8.2891,2.204
8.2891,2.1881
8.2891,2.0922
8.2891,2.1242
8.2891,1.0062
8.2891,0.9583
8.3051,2.1881
8.3051,2.1561
8.3051,2.0763
8.3051,2.0922
8.3051,0.9583
8.3051,0.9104
8.3211,2.1561
8.3211,2.1402
8.3211,2.0603
8.3211,2.0763
8.3211,0.9104
8.3211,0.8465
8.3211,0.7506
8.3211,0.7347
8.3371,2.1402
8.3371,2.1082
8.3371,2.0284
8.3371,2.0603
8.3371,0.8465
8.3371,0.7506
8.353,2.1082
8.353,2.0922
8.353,2.0124
8.353,2.0284
8.369,2.0922
8.369,2.0603
8.369,1.9804
8.369,2.0124
8.385,2.0603
8.385,2.0443
8.385,1.9645
8.385,1.9804
8.4009,2.0443
8.4009,2.0284
8.4009,1.9325
8.4009,1.9645
8.4169,2.0284
8.4169,1.9964
8.4169,1.9166
8.4169,1.9325
8.4329,1.9964
8.4329,1.9804
8.4329,1.8846
8.4329,1.9166
8.4489,1.9804
8.4489,1.9485
8.4489,1.8686
8.4489,1.8846
8.4648,1.9485
8.4648,1.9325
8.4648,1.8367
8.4648,1.8686
8.4808,1.9325
8.4808,1.9006
8.4808,1.8207
8.4808,1.8367
8.4968,1.9006
8.4968,1.8846
8.4968,1.7888
8.4968,1.8207
8.5127,1.8846
8.5127,1.8527
8.5127,1.7728
8.5127,1.7888
8.5287,1.8527
8.5287,1.8367
8.5287,1.7409
8.5287,1.7728
8.5447,1.8367
8.5447,1.8048
8.5447,1.7249
8.5447,1.7409
8.5607,1.8048
8.5607,1.7888
8.5607,1.7089
8.5607,1.7249
8.5766,1.7888
8.5766,1.7568
8.5766,1.677
8.5766,1.7089
8.5926,1.7568
8.5926,1.7409
8.5926,1.661
8.5926,1.677
8.6086,1.7409
8.6086,1.7089
8.6086,1.6291
8.6086,1.661
8.6245,1.7089
8.6245,1.693
8.6245,1.6131
8.6245,1.6291
8.6405,1.693
8.6405,1.677
8.6405,1.5812
8.6405,1.6131
8.6565,1.677
8.6565,1.645
8.6565,1.5652
8.6565,1.5812
8.6725,1.645
8.6725,1.6291
8.6725,1.5332
8.6725,1.5652
8.6884,1.6291
8.6884,1.5971
8.6884,1.5173
8.6884,1.5332
8.7044,1.5971
8.7044,1.5812
8.7044,1.4853
8.7044,1.5173
8.7204,1.5812
8.7204,1.5492
8.7204,1.4694
8.7204,1.4853
8.7363,1.5492
8.7363,1.5332
8.7363,1.4374
8.7363,1.4694
8.7523,1.5332
8.7523,1.5013
8.7523,1.4214
8.7523,1.4374
8.7683,1.5013
8.7683,1.4853
8.7683,1.4055
8.7683,1.4214
8.7843,1.4853
8.7843,1.4534
8.7843,1.3735
8.7843,1.4055
8.8002,1.4534
8.8002,1.4374
8.8002,1.3576
8.8002,1.3735
8.8162,1.4374
8.8162,1.4055
8.8162,1.3256
8.8162,1.3576
8.8322,1.4055
8.8322,1.3895
8.8322,1.3096
8.8322,1.3256
8.8481,1.3895
8.8481,1.3735
8.8481,1.2777
8.8481,1.3096
8.8641,1.3735
8.8641,1.3416
8.8641,1.2617
8.8641,1.2777
8.8801,1.3416
8.8801,1.3256
8.8801,1.2298
8.8801,1.2617
8.8961,1.3256
8.8961,1.2937
8.8961,1.2138
8.8961,1.2298
8.912,1.2937
8.912,1.2777
8.912,1.1978
8.912,1.2138
8.928,1.2777
8.928,1.2458
8.928,1.1659
8.928,1.1978
8.944,1.2458
8.944,1.2298
8.944,1.1499
8.944,1.1659
8.9599,1.2298
8.9599,1.1978
8.9599,1.118
8.9599,1.1499
8.9759,1.1978
8.9759,1.1819
8.9759,1.102
8.9759,1.118
8.9919,1.1819
8.9919,1.1659
8.9919,1.0701
8.9919,1.102
9.0079,1.1659
9.0079,1.134
9.0079,1.0541
9.0079,1.0701
9.0238,1.134
9.0238,1.118
9.0238,1.0381
9.0238,1.0541
9.0398,1.118
9.0398,1.086
9.0398,1.0062
9.0398,1.0381
9.0558,1.086
9.0558,1.0701
9.0558,0.9902
9.0558,1.0062
9.0717,1.0701
9.0717,1.0381
9.0717,0.9583
9.0717,0.9902
9.0877,1.0381
9.0877,1.0222
9.0877,0.9423
9.0877,0.9583
9.1037,1.0222
9.1037,1.0062
9.1037,0.9104
9.1037,0.9423
9.1197,1.0062
9.1197,0.9742
9.1197,0.8944
9.1197,0.9104
9.1356,0.9742
9.1356,0.9583
9.1356,0.8784
9.1356,0.8944
9.1516,0.9583
9.1516,0.9263
9.1516,0.8465
9.1516,0.8784
9.1676,0.9263
9.1676,0.9104
9.1676,0.8305
9.1676,0.8465
9.1835,0.9104
9.1835,0.8944
9.1835,0.7986
9.1835,0.8305
9.1995,0.8944
9.1995,0.8624
9.1995,0.7826
9.1995,0.7986
9.2155,0.8624
9.2155,0.8465
9.2155,0.7666
9.2155,0.7826
9.2315,0.8465
9.2315,0.8145
9.2315,0.7347
9.2315,0.7666
9.2474,0.8145
9.2474,0.7986
9.2474,0.7187
9.2474,0.7347
9.2634,0.7986
9.2634,0.7826
9.2634,0.7027
9.2634,0.7187
9.2794,0.7826
9.2794,0.7506
9.2794,0.6708
9.2794,0.7027
9.2953,0.7506
9.2953,0.7347
9.2953,0.6548
9.2953,0.6708
9.3113,0.7347
9.3113,0.7187
9.3113,0.6388
9.3113,0.6548
9.3273,0.7187
9.3273,0.6868
9.3273,0.6069
9.3273,0.6388
9.3433,0.6868
9.3433,0.6708
9.3433,0.5909
9.3433,0.6069
9.3592,0.6708
9.3592,0.6548
9.3592,0.575
9.3592,0.5909
9.3752,0.6548
9.3752,0.6229
9.3752,0.559
9.3752,0.575
9.3912,0.6229
9.3912,0.6069
9.3912,0.527
9.3912,0.559
9.4071,0.6069
9.4071,0.5909
9.4071,0.5111
9.4071,0.527
9.4231,0.5909
9.4231,0.575
9.4231,0.4951
9.4231,0.5111
9.4391,0.575
9.4391,0.543
9.4391,0.4791
9.4391,0.4951
9.4551,0.543
9.4551,0.527
9.4551,0.4632
9.4551,0.4791
9.471,0.527
9.471,0.5111
9.471,1.0062
9.471,1.0222
9.471,0.4472
9.471,0.4632
9.487,0.5111
9.487,0.4951
9.487,0.8944
9.487,1.0062
9.487,1.0222
9.487,1.086
9.487,0.4152
9.487,0.4472
9.503,0.4951
9.503,0.4791
9.503,0.8145
9.503,0.8944
9.503,1.086
9.503,1.102
9.5189,0.4791
9.5189,0.4632
9.5189,0.7666
9.5189,0.8145
9.5189,1.0222
9.5189,1.0062
9.5189,0.3993
9.5189,0.4152
9.5349,0.4632
9.5349,0.4472
9.5349,0.7027
9.5349,0.7666
9.5349,1.102
9.5349,1.118
9.5349,1.0701
9.5349,1.0222
9.5349,1.0062
9.5349,0.9104
9.5349,0.3833
9.5349,0.3993
9.5509,0.4472
9.5509,0.4312
9.5509,0.6388
9.5509,0.7027
9.5509,0.9104
9.5509,0.8305
9.5509,0.3673
9.5509,0.3833
9.5669,0.4312
9.5669,0.4152
9.5669,0.5909
9.5669,0.6388
9.5669,0.8305
9.5669,0.7666
9.5669,0.3514
9.5669,0.3673
9.5828,0.4152
9.5828,0.3993
9.5828,0.527
9.5828,0.5909
9.5828,0.7666
9.5828,0.7027
9.5988,0.4472
9.5988,0.527
9.5988,0.7027
9.5988,0.6548
9.6148,0.3993
9.6148,0.4472
9.6148,0.6548
9.6148,0.5909
9.6307,0.5909
9.6307,0.527
9.6467,0.527
9.6467,0.4472
9.6467,0.3833
9.6467,0.3514
9.6627,1.0541
9.6627,1.0701
9.6627,0.4472
9.6627,0.3833
9.6787,4.2484
9.6787,4.472
9.6946,1.118
9.6946,1.102
9.6946,4.1046
9.6946,4.2484
9.6946,4.472
9.6946,4.5678
9.7106,4.0088
9.7106,4.1046
9.7106,4.5678
9.7106,4.6157
9.7266,3.9289
9.7266,4.0088
9.7266,4.6157
9.7266,4.6477
9.7266,4.472
9.7266,4.2484
9.7425,3.8651
9.7425,3.9289
9.7425,4.6477
9.7425,4.6636
9.7425,4.5518
9.7425,4.472
9.7425,4.2484
9.7425,4.1046
9.7585,1.102
9.7585,1.086
9.7585,3.8012
9.7585,3.8651
9.7585,4.6636
9.7585,4.6796
9.7585,4.5997
9.7585,4.5518
9.7585,4.1046
9.7585,4.0248
9.7585,1.0381
9.7585,1.0541
9.7745,3.7533
9.7745,3.8012
9.7745,4.6796
9.7745,4.6956
9.7745,4.6317
9.7745,4.5997
9.7745,4.0248
9.7745,3.9449
9.7905,3.7054
9.7905,3.7533
9.7905,4.6956
9.7905,4.7115
9.7905,4.6477
9.7905,4.6317
9.7905,3.9449
9.7905,3.8651
9.8064,3.6574
9.8064,3.7054
9.8064,4.6636
9.8064,4.6477
9.8064,3.8651
9.8064,3.8171
9.8064,1.0222
9.8064,1.0381
9.8224,1.086
9.8224,1.0701
9.8224,3.6095
9.8224,3.6574
9.8224,3.8171
9.8224,3.7692
9.8384,3.5776
9.8384,3.6095
9.8384,4.7115
9.8384,4.7275
9.8384,3.7692
9.8384,3.7054
9.8543,3.5297
9.8543,3.5776
9.8543,4.7275
9.8543,4.7115
9.8543,3.7054
9.8543,3.6734
9.8543,1.0062
9.8543,1.0222
9.8703,1.0701
9.8703,1.0541
9.8703,3.4977
9.8703,3.5297
9.8703,3.6734
9.8703,3.6255
9.8863,3.4498
9.8863,3.4977
9.8863,3.6255
9.8863,3.5776
9.9023,3.4179
9.9023,3.4498
9.9023,3.5776
9.9023,3.5456
9.9023,0.9902
9.9023,1.0062
9.9182,1.0541
9.9182,1.0381
9.9182,3.37
9.9182,3.4179
9.9182,4.6477
9.9182,4.6636
9.9182,3.5456
9.9182,3.4977
9.9342,3.338
9.9342,3.37
9.9342,4.7115
9.9342,4.6956
9.9342,3.4977
9.9342,3.4658
9.9502,3.3061
9.9502,3.338
9.9502,4.6317
9.9502,4.6477
9.9502,3.4658
9.9502,3.4179
9.9502,0.9742
9.9502,0.9902
9.9661,1.0381
9.9661,1.0222
9.9661,3.2582
9.9661,3.3061
9.9661,4.6956
9.9661,4.6796
9.9661,3.4179
9.9661,3.3859
9.9821,3.2262
9.9821,3.2582
9.9821,4.6796
9.9821,4.6636
9.9821,4.6157
9.9821,4.6317
9.9821,3.3859
9.9821,3.338
9.9981,3.1943
9.9981,3.2262
9.9981,4.5997
9.9981,4.6157
9.9981,3.338
9.9981,3.3061
9.9981,0.9583
9.9981,0.9742
10.0141,1.0222
10.0141,1.0062
10.0141,3.1464
10.0141,3.1943
10.0141,4.6636
10.0141,4.6477
10.0141,4.5838
10.0141,4.5997
10.0141,3.3061
10.0141,3.2741
10.03,3.1144
10.03,3.1464
10.03,4.6477
10.03,4.6317
10.03,4.5678
10.03,4.5838
10.03,3.2741
10.03,3.2262
10.046,1.0062
10.046,0.9902
10.046,3.0825
10.046,3.1144
10.046,4.5518
10.046,4.5678
10.046,3.2262
10.046,3.1943
10.046,0.9423
10.046,0.9583
10.062,3.0346
10.062,3.0825
10.062,4.6317
10.062,4.6157
10.062,4.5359
10.062,4.5518
10.062,3.1943
10.062,3.1623
10.0779,3.0026
10.0779,3.0346
10.0779,4.6157
10.0779,4.5997
10.0779,4.5199
10.0779,4.5359
10.0779,3.1623
10.0779,3.1304
10.0939,0.9902
10.0939,0.9742
10.0939,2.9707
10.0939,3.0026
10.0939,4.5997
10.0939,4.5838
10.0939,4.5039
10.0939,4.5199
10.0939,3.1304
10.0939,3.0825
10.0939,0.9263
10.0939,0.9423
10.1099,2.9387
10.1099,2.9707
10.1099,4.5838
10.1099,4.5678
10.1099,4.4879
10.1099,4.5039
10.1099,3.0825
10.1099,3.0505
10.1259,2.9068
10.1259,2.9387
10.1259,4.5678
10.1259,4.5518
10.1259,4.472
10.1259,4.4879
10.1259,3.0505
10.1259,3.0186
10.1418,0.9742
10.1418,0.9583
10.1418,2.8589
10.1418,2.9068
10.1418,4.5518
10.1418,4.5359
10.1418,4.456
10.1418,4.472
10.1418,3.0186
10.1418,2.9866
10.1418,0.9104
10.1418,0.9263
10.1578,2.8269
10.1578,2.8589
10.1578,4.5359
10.1578,4.5039
10.1578,4.44
10.1578,4.456
10.1578,2.9866
10.1578,2.9387
10.1738,2.795
10.1738,2.8269
10.1738,4.5039
10.1738,4.4879
10.1738,4.4241
10.1738,4.44
10.1738,2.9387
10.1738,2.9068
10.1897,2.763
10.1897,2.795
10.1897,4.4879
10.1897,4.472
10.1897,4.3921
10.1897,4.4241
10.1897,2.9068
10.1897,2.8748
10.1897,0.8944
10.1897,0.9104
10.2057,0.9583
10.2057,0.9423
10.2057,2.7311
10.2057,2.763
10.2057,4.472
10.2057,4.456
10.2057,4.3761
10.2057,4.3921
10.2057,2.8748
10.2057,2.8429
10.2217,2.6832
10.2217,2.7311
10.2217,4.456
10.2217,4.44
10.2217,4.3602
10.2217,4.3761
10.2217,2.8429
10.2217,2.811
10.2377,2.6512
10.2377,2.6832
10.2377,4.44
10.2377,4.4081
10.2377,4.3282
10.2377,4.3602
10.2377,2.811
10.2377,2.763
10.2536,2.6193
10.2536,2.6512
10.2536,4.4081
10.2536,4.3921
10.2536,4.3123
10.2536,4.3282
10.2536,2.763
10.2536,2.7311
10.2536,0.8784
10.2536,0.8944
10.2696,0.9423
10.2696,0.9263
10.2696,2.5874
10.2696,2.6193
10.2696,4.3921
10.2696,4.3761
10.2696,4.2963
10.2696,4.3123
10.2696,2.7311
10.2696,2.6992
10.2856,2.5554
10.2856,2.5874
10.2856,4.3761
10.2856,4.3442
10.2856,4.2643
10.2856,4.2963
10.2856,2.6992
10.2856,2.6672
10.3015,2.5235
10.3015,2.5554
10.3015,4.3442
10.3015,4.3282
10.3015,4.2484
10.3015,4.2643
10.3015,2.6672
10.3015,2.6353
10.3175,2.4915
10.3175,2.5235
10.3175,4.3282
10.3175,4.3123
10.3175,4.2164
10.3175,4.2484
10.3175,2.6353
10.3175,2.6033
10.3335,2.4436
10.3335,2.4915
10.3335,4.3123
10.3335,4.2803
10.3335,4.2005
10.3335,4.2164
10.3335,2.6033
10.3335,2.5714
10.3495,2.4117
10.3495,2.4436
10.3495,4.2803
10.3495,4.2643
10.3495,4.1685
10.3495,4.2005
10.3495,2.5714
10.3495,2.5235
10.3654,2.3797
10.3654,2.4117
10.3654,4.2643
10.3654,4.2324
10.3654,4.1525
10.3654,4.1685
10.3654,2.5235
10.3654,2.4915
10.3814,2.3478
10.3814,2.3797
10.3814,4.2324
10.3814,4.2164
10.3814,4.1206
10.3814,4.1525
10.3814,2.4915
10.3814,2.4596
10.3974,2.3158
10.3974,2.3478
10.3974,4.2164
10.3974,4.1845
10.3974,4.1046
10.3974,4.1206
10.3974,2.4596
10.3974,2.4276
10.4133,2.2839
10.4133,2.3158
10.4133,4.1845
10.4133,4.1685
10.4133,4.0727
10.4133,4.1046
10.4133,2.4276
10.4133,2.3957
10.4293,2.252
10.4293,2.2839
10.4293,4.1685
10.4293,4.1366
10.4293,4.0567
10.4293,4.0727
10.4293,2.3957
10.4293,2.3638
10.4453,2.22
10.4453,2.252
10.4453,4.1366
10.4453,4.1206
10.4453,4.0248
10.4453,4.0567
10.4453,2.3638
10.4453,2.3318
10.4613,2.1721
10.4613,2.22
10.4613,4.1206
10.4613,4.0887
10.4613,4.0088
10.4613,4.0248
10.4613,2.3318
10.4613,2.2999
10.4772,2.1402
10.4772,2.1721
10.4772,4.0887
10.4772,4.0727
10.4772,3.9769
10.4772,4.0088
10.4772,2.2999
10.4772,2.252
10.4932,2.1082
10.4932,2.1402
10.4932,4.0727
10.4932,4.0407
10.4932,3.9609
10.4932,3.9769
10.4932,2.252
10.4932,2.22
10.5092,2.0763
10.5092,2.1082
10.5092,4.0407
10.5092,4.0248
10.5092,3.9289
10.5092,3.9609
10.5092,2.22
10.5092,2.1881
10.5251,0.9263
10.5251,0.9423
10.5251,2.0443
10.5251,2.0763
10.5251,4.0248
10.5251,3.9928
10.5251,3.913
10.5251,3.9289
10.5251,2.1881
10.5251,2.1561
10.5251,0.8944
10.5251,0.8784
10.5411,2.0124
10.5411,2.0443
10.5411,3.9928
10.5411,3.9769
10.5411,3.881
10.5411,3.913
10.5411,2.1561
10.5411,2.1242
10.5571,1.9804
10.5571,2.0124
10.5571,3.9769
10.5571,3.9449
10.5571,3.8651
10.5571,3.881
10.5571,2.1242
10.5571,2.0922
10.5731,1.9485
10.5731,1.9804
10.5731,3.9449
10.5731,3.9289
10.5731,3.8331
10.5731,3.8651
10.5731,2.0922
10.5731,2.0603
10.589,0.9423
10.589,0.9583
10.589,1.9166
10.589,1.9485
10.589,3.9289
10.589,3.897
10.589,3.8171
10.589,3.8331
10.589,2.0603
10.589,2.0284
10.589,0.9104
10.589,0.8944
10.605,1.8686
10.605,1.9166
10.605,3.897
10.605,3.881
10.605,3.7852
10.605,3.8171
10.605,2.0284
10.605,1.9804
10.605,0.8944
10.605,0.9104
10.621,0.9583
10.621,0.9423
10.621,1.8367
10.621,1.8686
10.621,3.881
10.621,3.8491
10.621,3.7533
10.621,3.7852
10.621,1.9804
10.621,1.9485
10.6369,1.8048
10.6369,1.8367
10.6369,3.8491
10.6369,3.8171
10.6369,3.7373
10.6369,3.7533
10.6369,1.9485
10.6369,1.9166
10.6369,0.8784
10.6369,0.8944
10.6529,0.9423
10.6529,0.9263
10.6529,1.7728
10.6529,1.8048
10.6529,3.8171
10.6529,3.8012
10.6529,3.7054
10.6529,3.7373
10.6529,1.9166
10.6529,1.8846
10.6529,0.8624
10.6529,0.8784
10.6689,0.9263
10.6689,0.9104
10.6689,1.7409
10.6689,1.7728
10.6689,3.8012
10.6689,3.7692
10.6689,3.6894
10.6689,3.7054
10.6689,1.8846
10.6689,1.8527
10.6689,0.8465
10.6689,0.8624
10.6849,0.9104
10.6849,0.8944
10.6849,1.7089
10.6849,1.7409
10.6849,3.7692
10.6849,3.7533
10.6849,3.6574
10.6849,3.6894
10.6849,1.8527
10.6849,1.8207
10.6849,0.8305
10.6849,0.8465
10.7008,0.8944
10.7008,0.8784
10.7008,1.677
10.7008,1.7089
10.7008,3.7533
10.7008,3.7213
10.7008,3.6255
10.7008,3.6574
10.7008,1.8207
10.7008,1.7888
10.7008,0.8145
10.7008,0.8305
10.7168,1.645
10.7168,1.677
10.7168,3.7213
10.7168,3.6894
10.7168,3.6095
10.7168,3.6255
10.7168,1.7888
10.7168,1.7568
10.7328,0.8784
10.7328,0.8624
10.7328,1.5971
10.7328,1.645
10.7328,3.6894
10.7328,3.6734
10.7328,3.5776
10.7328,3.6095
10.7328,1.7568
10.7328,1.7089
10.7328,0.7986
10.7328,0.8145
10.7487,0.8624
10.7487,0.8465
10.7487,1.5652
10.7487,1.5971
10.7487,3.6734
10.7487,3.6415
10.7487,3.5616
10.7487,3.5776
10.7487,1.7089
10.7487,1.677
10.7487,0.7826
10.7487,0.7986
10.7647,0.8465
10.7647,0.8305
10.7647,1.5332
10.7647,1.5652
10.7647,3.6415
10.7647,3.6255
10.7647,3.5297
10.7647,3.5616
10.7647,1.677
10.7647,1.645
10.7647,0.7666
10.7647,0.7826
10.7807,0.8305
10.7807,0.8145
10.7807,1.5013
10.7807,1.5332
10.7807,3.6255
10.7807,3.5936
10.7807,3.4977
10.7807,3.5297
10.7807,1.645
10.7807,1.6131
10.7807,0.7506
10.7807,0.7666
10.7967,0.8145
10.7967,0.7986
10.7967,1.4694
10.7967,1.5013
10.7967,3.5936
10.7967,3.5776
10.7967,3.4818
10.7967,3.4977
10.7967,1.6131
10.7967,1.5812
10.7967,0.7347
10.7967,0.7506
10.8126,0.7986
10.8126,0.7826
10.8126,1.4374
10.8126,1.4694
10.8126,3.5776
10.8126,3.5456
10.8126,3.4498
10.8126,3.4818
10.8126,1.5812
10.8126,1.5492
10.8126,0.7187
10.8126,0.7347
10.8286,0.7826
10.8286,0.7666
10.8286,1.3895
10.8286,1.4374
10.8286,3.5456
10.8286,3.5137
10.8286,3.4338
10.8286,3.4498
10.8286,1.5492
10.8286,1.5173
10.8286,0.7027
10.8286,0.7187
10.8446,0.7666
10.8446,0.7506
10.8446,1.3576
10.8446,1.3895
10.8446,3.5137
10.8446,3.4977
10.8446,3.4019
10.8446,3.4338
10.8446,1.5173
10.8446,1.4694
10.8446,0.6868
10.8446,0.7027
10.8605,1.3256
10.8605,1.3576
10.8605,3.4977
10.8605,3.4658
10.8605,3.37
10.8605,3.4019
10.8605,1.4694
10.8605,1.4374
10.8765,0.7506
10.8765,0.7347
10.8765,1.2937
10.8765,1.3256
10.8765,3.4658
10.8765,3.4338
10.8765,3.354
10.8765,3.37
10.8765,1.4374
10.8765,1.4055
10.8765,0.6708
10.8765,0.6868
10.8925,0.7347
10.8925,0.7187
10.8925,1.2617
10.8925,1.2937
10.8925,3.4338
10.8925,3.4179
10.8925,3.322
10.8925,3.354
10.8925,1.4055
10.8925,1.3735
10.8925,0.6548
10.8925,0.6708
10.9085,0.7187
10.9085,0.7027
10.9085,1.2138
10.9085,1.2617
10.9085,3.4179
10.9085,3.3859
10.9085,3.2901
10.9085,3.322
10.9085,1.3735
10.9085,1.3416
10.9085,0.6388
10.9085,0.6548
10.9244,0.7027
10.9244,0.6868
10.9244,1.1819
10.9244,1.2138
10.9244,3.3859
10.9244,3.37
10.9244,3.2741
